question,answer,answer_index,hops,thinking,cypher_query
"Một quốc gia nào sau đây có công dân đã từng đoạt giải Nobel Hóa học?
A. Ấn Độ
B. Canada
C. Brasil
D. Hàn Quốc",B,1,3,"The rephrased question asks about a country that has had a citizen win the Nobel Prize in Chemistry (singular, as per rule 1). The Cypher query returns `c.name` which is a country name. The correct answer 'Canada' is a country. The distractors 'Ấn Độ', 'Brasil', 'Hàn Quốc' are also countries and are confirmed not to be in the list of results from the database, adhering to rule 6.","MATCH (a:Award {name: ""Nobel Prize in Chemistry""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name"
"Quốc gia nào có một công dân đã được trao tặng Giải Nobel Hòa bình?
A. Brasil
B. Indonesia
C. Cộng hòa Ai Cập
D. Chile",C,2,3,"The rephrased question asks about the country (nationality) of a Nobel Peace Prize laureate. The correct answer is 'Cộng hòa Ai Cập' (Republic of Egypt) as per the database. The distractors are other countries ('Brasil', 'Indonesia', 'Chile') that are of the same type and are explicitly confirmed to be NOT present in the provided database results list.","MATCH (a:Award {name: ""Nobel Peace Prize""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name"
"Trong số những người dưới đây, ai có chung quốc tịch với Heike Kamerlingh Onnes?
A. Marie Curie
B. Albert Einstein
C. Niko Tinbergen
D. Niels Bohr",C,2,2,"The rephrased question asks for a person who shares nationality with Heike Kamerlingh Onnes. The Cypher query returns `p2.name`, indicating the answer type is a person's name. The correct answer is 'Niko Tinbergen'. The distractors (Marie Curie, Albert Einstein, Niels Bohr) are also names of people, are of the same type, and are not present in the forbidden database results.","MATCH (p1:Person {name: ""Heike Kamerlingh Onnes""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name"
"Georg Wittig có cùng quốc tịch với nhân vật nào sau đây?
A. Martin Chalfie
B. Ada Yonath
C. Bernard Katz
D. Richard F. Heck",C,2,2,"The rephrased question asks for a person who shares nationality with Georg Wittig, returning a person's name. The correct answer is Bernard Katz (Vietnamese name is the same). The distractors (Martin Chalfie, Ada Yonath, Richard F. Heck) are all Nobel laureates, of the same type (person's name), and are NOT present in the provided database results.","MATCH (p1:Person {name: ""Georg Wittig""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name"
"Ai là người mang cùng quốc tịch với Alexander Prokhorov?
A. Konstantin Novoselov
B. Albert Einstein
C. Marie Curie
D. Nelson Mandela",A,0,2,"The rephrased question asks for a person's name who shares nationality with Alexander Prokhorov. The correct answer is Konstantin Novoselov (in Vietnamese). Distractors are other famous individuals' names, are of the same type, and are not in the provided forbidden database list.","MATCH (p1:Person {name: ""Alexander Prokhorov""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name"
"Người nào sau đây có lĩnh vực chuyên môn tương đồng với các cá nhân đã đoạt Giải thưởng Khoa học Kinh tế tưởng nhớ Alfred Nobel?
A. Amartya Sen
B. Stephen Hawking
C. Marie Curie
D. Alan Turing",A,0,4,The rephrased question asks about a person's name (who works in the same field as Nobel laureates in Economic Sciences). The correct answer is 'Amartya Sen'. Distractors are also person's names and are not present in the provided database results.,"MATCH (a:Award {name: ""Prize in Economic Sciences in Memory of Alfred Nobel""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name"
"Tổ chức nào dưới đây đã từng tuyển dụng một trong những người đoạt giải Nobel Văn học?
A. Học viện Điện ảnh Bắc Kinh
B. Seoul Institute of the Arts
C. Đại học Sư phạm Hà Nội
D. Trung tâm Văn hóa Pháp",B,1,3,"The rephrased question asks for an organization that has employed a Nobel Literature laureate. The correct answer is 'Seoul Institute of the Arts' (kept as a proper noun). The distractors are also organizations, are plausible, and are NOT present in the provided database results list.","MATCH (a:Award {name: ""Nobel Prize in Literature""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:EMPLOYED_BY]->(o:Organization) RETURN o.name"
"Andrew Schally có chuyên môn nghề nghiệp chính là gì?
A. nhà sinh vật học
B. nhà nội tiết học
C. nhà hóa học
D. nhà vật lý",B,1,1,"The rephrased question asks about an occupation. The correct answer is 'nhà nội tiết học' (endocrinologist). The distractors are other plausible occupations ('nhà sinh vật học', 'nhà hóa học', 'nhà vật lý') and are not from the forbidden list provided in the database.","MATCH (p:Person {name: ""Andrew Schally""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Trong số những cá nhân sau đây, ai là người có cùng lĩnh vực hoạt động với một số người đã đoạt Giải Nobel Văn học?
A. Élie Ducommun
B. Voltaire
C. Jane Austen
D. Friedrich Nietzsche",A,0,4,"The question is rephrased from 'Who are the people working in the same field as Nobel Literature laureates?' to 'Among the following individuals, who is someone who works in the same field as some Nobel Literature laureates?'. This matches the Cypher query returning `p2.name` (a person's name). The correct answer is 'Élie Ducommun'. The distractors 'Voltaire', 'Jane Austen', and 'Friedrich Nietzsche' are also names of individuals, are not in the forbidden database results list, and are plausible options.","MATCH (a:Award {name: ""Nobel Prize in Literature""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name"
"Ai là người có lĩnh vực nghiên cứu tương đồng với một cá nhân từng đoạt giải Nobel Sinh lý học hoặc Y học?
A. Niels Bohr
B. Stephen Hawking
C. Rosalind Franklin
D. Robert Wilson",D,3,4,"The rephrased question asks for the name of a person who works in the same field as a Nobel laureate in Physiology or Medicine, matching the Cypher query's `RETURN p2.name`. The correct answer is 'Robert Wilson'. The distractors 'Niels Bohr', 'Stephen Hawking', and 'Rosalind Franklin' are names of notable scientists, are of the same type (person's name) as the correct answer, and have been verified to NOT be present in the provided list of all database results (forbidden for distractors).","MATCH (a:Award {name: ""Nobel Prize in Physiology or Medicine""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name"
"Trong số những người sau đây, ai là cá nhân đã từng được vinh danh với Giải Nobel Hòa bình?
A. Isaac Newton
B. Norman Angell
C. William Shakespeare
D. Leonardo da Vinci",B,1,2,"The rephrased question asks about a specific person who received the Nobel Peace Prize. The correct answer is Norman Angell. The distractors are famous historical figures whose names are not in the provided database results for Nobel Peace Prize laureates, and they are all of the 'person name' type, matching the required data type.","MATCH (p:Person)-[:RECEIVED]->(ast:AwardStatement)-[:IS_INSTANCE_OF]->(a:Award {name: ""Nobel Peace Prize""}) RETURN p.name"
"Ai là một trong những người đã được trao giải Nobel Sinh lý học và Y học?
A. Edvard Moser
B. Marie Curie
C. Albert Einstein
D. Stephen Hawking",A,0,2,"The rephrased question asks for a single person's name who received the Nobel Prize in Physiology or Medicine. The correct answer 'Edvard Moser' is a person's name. The distractors 'Marie Curie', 'Albert Einstein', and 'Stephen Hawking' are also names of famous individuals, making them plausible but incorrect choices, and they are confirmed not to be in the provided database list of Nobel laureates in Physiology or Medicine.","MATCH (p:Person)-[:RECEIVED]->(ast:AwardStatement)-[:IS_INSTANCE_OF]->(a:Award {name: ""Nobel Prize in Physiology or Medicine""}) RETURN p.name"
"Trong số các nhân vật sau, ai có cùng lĩnh vực chuyên môn với một người đã được vinh danh bằng Giải Nobel Hòa bình?
A. Peter Diamandis
B. Philippe Aghion
C. Steven Pinker
D. Jeff Bezos",B,1,4,"The rephrased question asks for the name of a person who shares a field of expertise with a Nobel Peace Prize laureate. The Cypher query returns `p2.name`, which is a person's name. The correct answer 'Philippe Aghion' is a person's name. The distractors ('Peter Diamandis', 'Steven Pinker', 'Jeff Bezos') are also names of people, are not present in the provided forbidden database results, and are plausible but incorrect choices.","MATCH (a:Award {name: ""Nobel Peace Prize""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name"
"Ai là một trong những người đã hoạt động trong cùng lĩnh vực với các cá nhân từng đoạt giải Nobel Văn học?
A. Stephen King
B. Liu Xiaobo
C. J.K. Rowling
D. Nguyễn Du",B,1,4,"The original question asks for a person who worked in the same field as a Nobel Literature laureate. The Cypher query `RETURN p2.name` indicates we are looking for a person's name. The rephrased question asks for one such individual. The correct answer is 'Liu Xiaobo'. The distractors 'Stephen King', 'J.K. Rowling', and 'Nguyễn Du' are all names of famous writers, making them plausible choices within the field of literature, and critically, they are not present in the provided list of all possible database results, adhering to the strict rule.","MATCH (a:Award {name: ""Nobel Prize in Literature""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name"
"Trong số những người sau đây, ai là người hoạt động trong cùng lĩnh vực với một chủ nhân Giải thưởng Khoa học Kinh tế của Ngân hàng Trung ương Thụy Điển tưởng nhớ Alfred Nobel?
A. Oliver Hart
B. Adam Smith
C. John Maynard Keynes
D. Karl Marx",A,0,4,The question is rephrased to ask for a single person's name who works in the same field as an Economic Sciences Nobel laureate. The correct answer is 'Oliver Hart'. Distractors are other famous economists whose names are not present in the provided database results and are of the same type (person's name).,"MATCH (a:Award {name: ""Prize in Economic Sciences in Memory of Alfred Nobel""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name"
"Nhân vật nào sau đây có cùng quốc tịch với Pierre-Gilles de Gennes?
A. Max Planck
B. Paul Sabatier
C. Robert Koch
D. Ivan Pavlov",B,1,2,"The question is rephrased to 'Which of the following figures shares the same nationality as Pierre-Gilles de Gennes?'. The Cypher query returns a person's name (p2.name). The correct answer is 'Paul Sabatier'. The distractors 'Max Planck', 'Robert Koch', and 'Ivan Pavlov' are all names of famous scientists (Nobel laureates or similar prominence), are of the same type (person's name), and have been carefully checked to ensure they are NOT present in the forbidden database results list provided.","MATCH (p1:Person {name: ""Pierre-Gilles de Gennes""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name"
"Nghề nghiệp của Élie Metchnikoff là gì?
A. Nhà vật lý học
B. Nhà thực vật học
C. Nhà khảo cổ học
D. Nhà thiên văn học",B,1,1,"The rephrased question asks for an Occupation. The correct answer 'botanist' is translated to 'Nhà thực vật học'. The distractors 'Nhà vật lý học', 'Nhà khảo cổ học', 'Nhà thiên văn học' are all occupations and are not on the provided banned list of database results.","MATCH (p:Person {name: ""Élie Metchnikoff""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Ai là một trong những người có cùng quốc tịch với Henry Taube?
A. Amartya Sen
B. Pearl S. Buck
C. Gabriel García Márquez
D. Marie Curie",B,1,2,The rephrased question asks for a person who shares nationality with Henry Taube (return type: person's name). The correct answer is Pearl S. Buck (Vietnamese). Distractors are other Nobel laureates (person names) who are not in the forbidden database results list and are of the same data type (person names).,"MATCH (p1:Person {name: ""Henry Taube""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name"
"Heinrich Wieland có cùng quốc tịch với nhân vật nào dưới đây?
A. Adolf Butenandt
B. Hans Fischer
C. Max Delbrück
D. Konrad Bloch",B,1,2,"The rephrased question asks for a person who shares nationality with Heinrich Wieland. The correct answer is Hans Fischer (in Vietnamese). The distractors (Adolf Butenandt, Max Delbrück, Konrad Bloch) are also names of people (Nobel laureates) and are explicitly confirmed as NOT being present in the provided list of database results, adhering to all rules.","MATCH (p1:Person {name: ""Heinrich Wieland""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name"
"Nhân vật nào sau đây có cùng quốc tịch với Edwin McMillan?
A. Marie Curie
B. Max Planck
C. Hamilton Smith
D. Niels Bohr",C,2,2,"The rephrased question asks for a person who shares the same nationality as Edwin McMillan. The correct answer is Hamilton Smith (Vietnamese name). Distractor options are also names of people (Marie Curie, Max Planck, Niels Bohr) and are not present in the forbidden database results list.","MATCH (p1:Person {name: ""Edwin McMillan""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name"
"Trong số những người dưới đây, ai là đồng hương với Thomas Mann?
A. Alfred Nobel
B. Marie Curie
C. Nelson Mandela
D. Paul Samuelson",D,3,2,"The rephrased question asks for a person who shares nationality with Thomas Mann. The correct answer is Paul Samuelson (an American Nobel laureate, as Thomas Mann also became a U.S. citizen). The distractors (Alfred Nobel, Marie Curie, Nelson Mandela) are famous individuals related to the Nobel Prizes, are of the same data type (person names), and are NOT present in the provided list of forbidden database results.","MATCH (p1:Person {name: ""Thomas Mann""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name"
"Ông Hannes Alfvén làm công việc gì?
A. nhà toán học
B. nhà hóa học
C. nhà vật lý thiên văn
D. nhà sinh học",C,2,1,"The rephrased question asks about Hannes Alfvén's occupation. The correct answer is 'astrophysicist' (nhà vật lý thiên văn). The distractors ('mathematician', 'chemist', 'biologist') are also occupations, are distinct from the correct answer, and are not from the forbidden list provided by the database.","MATCH (p:Person {name: ""Hannes Alfvén""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Ai trong số các lựa chọn sau đây sở hữu chung quốc tịch với Shin'ichirō Tomonaga?
A. Max Planck
B. Shuji Nakamura
C. Ernest Rutherford
D. Amartya Sen",B,1,2,"The original question asks for a person who shares the same nationality as Shin'ichirō Tomonaga. The Cypher query `RETURN p2.name` confirms the desired output is a person's name. The rephrased question 'Ai trong số các lựa chọn sau đây sở hữu chung quốc tịch với Shin'ichirō Tomonaga?' maintains the original meaning. The correct answer 'Shuji Nakamura' is provided. The distractors (Max Planck, Ernest Rutherford, Amartya Sen) are all names of Nobel laureates (to ensure they are plausible choices within the context of Nobel knowledge) and have been verified not to be in the list of forbidden database results. All options are of the type 'Person name'.","MATCH (p1:Person {name: ""Shin'ichirō Tomonaga""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name"
"Nghề nghiệp chính của Henri Moissan là gì?
A. Bác sĩ
B. Nhà hóa học
C. Kỹ sư
D. Nhà vật lý",B,1,1,"The question has been rephrased to ask about Henri Moissan's main occupation. The correct answer 'chemist' has been translated to 'Nhà hóa học'. The distractors 'Bác sĩ', 'Kỹ sư', 'Nhà vật lý' are all occupations, are plausible, and are not present in the forbidden list of database results.","MATCH (p:Person {name: ""Henri Moissan""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Ai trong số những người sau đây có chung quốc tịch với Georg von Békésy?
A. Ferenc Krausz
B. Marie Curie
C. Max Planck
D. Werner Heisenberg",A,0,2,"The rephrased question asks for a person's name who shares nationality with Georg von Békésy. The correct answer 'Ferenc Krausz' is a person's name. The distractors 'Marie Curie', 'Max Planck', and 'Werner Heisenberg' are also names of people, are plausible choices, and are confirmed not to be in the provided database result list.","MATCH (p1:Person {name: ""Georg von Békésy""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name"
"Ai là người đã được trao giải Nobel Sinh lý học và Y học?
A. Marie Curie
B. Albert Einstein
C. George Whipple
D. Martin Luther King Jr.",C,2,2,The rephrased question asks for the name of a person who received the Nobel Prize in Physiology or Medicine. The correct answer is 'George Whipple' (in Vietnamese). Distractors are also names of famous people and are not present in the provided database list of Nobel Physiology or Medicine laureates.,"MATCH (p:Person)-[:RECEIVED]->(ast:AwardStatement)-[:IS_INSTANCE_OF]->(a:Award {name: ""Nobel Prize in Physiology or Medicine""}) RETURN p.name"
"Ai là người đã từng được vinh danh với Giải Nobel Hóa học?
A. Max Perutz
B. Nikola Tesla
C. Alan Turing
D. Galileo Galilei",A,0,2,"The rephrased question asks for the name of a person who received the Nobel Prize in Chemistry, as indicated by the Cypher query returning `p.name`. The correct answer is 'Max Perutz'. The distractors 'Nikola Tesla', 'Alan Turing', and 'Galileo Galilei' are names of famous individuals (people) but are not Nobel Chemistry laureates, and critically, are not present in the provided list of database results (which explicitly forbids their use as distractors).","MATCH (p:Person)-[:RECEIVED]->(ast:AwardStatement)-[:IS_INSTANCE_OF]->(a:Award {name: ""Nobel Prize in Chemistry""}) RETURN p.name"
"Ai là người đồng hương của George Paget Thomson trong danh sách dưới đây?
A. Marie Curie
B. Albert Einstein
C. James Meade
D. Niels Bohr",C,2,2,"The rephrased question asks for a person's name (đồng hương = fellow countryman/woman) who shares the same nationality as George Paget Thomson. The Cypher query returns `p2.name`, which is a person's name. The correct answer 'James Meade' is a person's name. The distractors (Marie Curie, Albert Einstein, Niels Bohr) are also names of people and have been confirmed not to be in the provided database results.","MATCH (p1:Person {name: ""George Paget Thomson""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name"
"Nhân vật nào dưới đây có chung quốc tịch với Archibald Hill?
A. Albert Einstein
B. Marie Curie
C. Michael Levitt
D. Linus Pauling",C,2,2,"The question has been rephrased from 'Who shares nationality with Archibald Hill?' to 'Which person below shares nationality with Archibald Hill?'. The Cypher query returns a person's name, so all options are person names. The correct answer 'Michael Levitt' is provided. Distractor options 'Albert Einstein', 'Marie Curie', and 'Linus Pauling' are also person names and have been verified not to be in the provided forbidden list of database results.","MATCH (p1:Person {name: ""Archibald Hill""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name"
"Ai trong số những người sau đây có cùng quốc tịch với Johannes V. Jensen?
A. August Krogh
B. Marie Curie
C. Albert Einstein
D. Martin Luther King Jr.",A,0,2,The rephrased question asks for a person's name who shares the same nationality as Johannes V. Jensen. The correct answer 'August Krogh' is a person's name. The distractors are also names of people and are NOT from the forbidden database results list.,"MATCH (p1:Person {name: ""Johannes V. Jensen""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name"
"Ai trong số các cá nhân sau đây làm việc trong cùng lĩnh vực với những người từng đoạt Giải Nobel Sinh lý học hoặc Y học?
A. Stephen Hawking
B. Clinton Davisson
C. Isaac Newton
D. Leonardo da Vinci",B,1,4,"The rephrased question asks for the name of a person who works in the same field as a Nobel Prize in Physiology or Medicine laureate (singular question). The correct answer 'Clinton Davisson' is a person's name and matches the Cypher query's return type. The distractors (Stephen Hawking, Isaac Newton, Leonardo da Vinci) are also names of people, ensuring consistency, and importantly, they are not present in the provided list of database results forbidden for distractors.","MATCH (a:Award {name: ""Nobel Prize in Physiology or Medicine""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name"
"Quốc gia nào sau đây có công dân đã từng đoạt giải Nobel Hóa học?
A. Brasil
B. Ấn Độ
C. Thổ Nhĩ Kỳ
D. Tây Ban Nha",C,2,3,"Câu hỏi đã diễn đạt lại hỏi về loại quốc gia, đáp án là Thổ Nhĩ Kỳ (tiếng Việt), các đáp án nhiễu cùng loại và KHÔNG có trong database.","MATCH (a:Award {name: ""Nobel Prize in Chemistry""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name"
"Một trong số những quốc gia có công dân được vinh danh với giải Nobel Hòa bình là gì?
A. Brasil
B. Thụy Sĩ
C. Úc
D. Bồ Đào Nha",B,1,3,"The rephrased question asks about a country whose citizens have won the Nobel Peace Prize, focusing on a single country from the options. The Cypher query returns `c.name` (country name). The correct answer is 'Switzerland', which is 'Thụy Sĩ' in Vietnamese. The distractors 'Brasil', 'Úc', and 'Bồ Đào Nha' are all country names, are not in the list of database results provided (forbidden list), and are translated correctly to Vietnamese.","MATCH (a:Award {name: ""Nobel Peace Prize""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name"
"Ai là người làm việc trong cùng lĩnh vực với một nhà khoa học từng đoạt giải Nobel Y học?
A. Alan MacDiarmid
B. Isaac Newton
C. Stephen Hawking
D. Charles Darwin",A,0,4,"The rephrased question asks for a single person's name who works in the same field as a Nobel laureate in Physiology or Medicine. The correct answer 'Alan MacDiarmid' is a person's name. The distractors 'Isaac Newton', 'Stephen Hawking', and 'Charles Darwin' are also person's names and have been checked not to be in the provided database results list.","MATCH (a:Award {name: ""Nobel Prize in Physiology or Medicine""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name"
"Công dân của quốc gia nào sau đây đã từng nhận giải Nobel Vật lý?
A. Hàn Quốc
B. Vương quốc Hà Lan
C. Tây Ban Nha
D. New Zealand",B,1,3,The rephrased question asks about a country whose citizen received the Nobel Prize in Physics. The correct answer is 'Vương quốc Hà Lan' (Kingdom of the Netherlands). The distractors are other countries of the same type and are not present in the forbidden database results list.,"MATCH (a:Award {name: ""Nobel Prize in Physics""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name"
"Herbert Kroemer có cùng quốc tịch với nhà khoa học nào sau đây?
A. Niels Bohr
B. Robert Aumann
C. Marie Curie
D. Max Planck",B,1,2,"The rephrased question asks for a person who shares the same nationality with Herbert Kroemer, which is a person's name. The correct answer is 'Robert Aumann' (a person's name). The distractors ('Niels Bohr', 'Marie Curie', 'Max Planck') are also names of famous scientists/Nobel related figures, are of the same type (person's name), and are not present in the provided forbidden database results list.","MATCH (p1:Person {name: ""Herbert Kroemer""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name"
"Ai trong số những cái tên dưới đây làm việc trong lĩnh vực tương tự như những người đã nhận giải Nobel Vật lý?
A. J. Robert Oppenheimer
B. Jean-Paul Sartre
C. Lise Meitner
D. Stephen Hawking",B,1,4,"The rephrased question asks for a person who works in the same field as Nobel Physics laureates. The correct answer is Jean-Paul Sartre (Vietnamese). Distractors are also names of people, and are not in the database's forbidden list.","MATCH (a:Award {name: ""Nobel Prize in Physics""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name"
"Ai là nhà khoa học có lĩnh vực nghiên cứu tương đồng với những người đã đoạt giải Nobel Hóa học?
A. Sidney Altman
B. Stephen Hawking
C. Alan Turing
D. Nikola Tesla",A,0,4,"The reformulated question asks for the name of a person who works in the same field as Nobel Chemistry laureates. The correct answer is Sidney Altman. The distractors are names of famous individuals, are of the same type as the correct answer, and are not present in the provided database results.","MATCH (a:Award {name: ""Nobel Prize in Chemistry""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name"
"Ai trong số những cái tên sau đây có cùng lĩnh vực chuyên môn với một người đã nhận Giải Khoa học Kinh tế Kỷ niệm Alfred Nobel?
A. Adam Smith
B. Paul Samuelson
C. Karl Marx
D. Marie Curie",B,1,4,"The redrafted question asks for a person's name who shares a field with an economics Nobel laureate. The correct answer is 'Paul Samuelson'. Distractor options (Adam Smith, Karl Marx, Marie Curie) are also names of people, plausible for a knowledge base question, and are confirmed NOT to be in the provided forbidden database results.","MATCH (a:Award {name: ""Prize in Economic Sciences in Memory of Alfred Nobel""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name"
"Trong số các nhà khoa học dưới đây, ai là người có cùng lĩnh vực nghiên cứu với một cá nhân đã được trao Giải Nobel Vật lý?
A. Niels Stensen
B. Tomas Lindahl
C. Hypatia of Alexandria
D. Mary Anning",B,1,4,"Giải thích ngắn gọn bằng tiếng Anh: The rephrased question asks for the name of a person who works in the same field as a Nobel Physics laureate. The correct answer is 'Tomas Lindahl' (a person's name). The distractors (Niels Stensen, Hypatia of Alexandria, Mary Anning) are also names of people, are plausible historical scientists, and are not present in the provided forbidden database results list.","MATCH (a:Award {name: ""Nobel Prize in Physics""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name"
"Nhân vật nào sau đây đã đoạt Giải thưởng Khoa học Kinh tế Tưởng nhớ Alfred Nobel?
A. Milton Friedman
B. Adam Smith
C. John Maynard Keynes
D. Joseph Schumpeter",A,0,2,"The rephrased question asks about a person's name who won the 'Prize in Economic Sciences in Memory of Alfred Nobel'. The correct answer 'Milton Friedman' is a person's name. The distractors 'Adam Smith', 'John Maynard Keynes', and 'Joseph Schumpeter' are also famous economists but did not receive this specific Nobel Prize, and are not in the provided forbidden list from the database.","MATCH (p:Person)-[:RECEIVED]->(ast:AwardStatement)-[:IS_INSTANCE_OF]->(a:Award {name: ""Prize in Economic Sciences in Memory of Alfred Nobel""}) RETURN p.name"
"Trong số các nhân vật sau, ai làm việc cùng lĩnh vực với những người đoạt giải Nobel Văn học?
A. Franz Kafka
B. Virginia Woolf
C. Pär Lagerkvist
D. Fyodor Dostoevsky",C,2,4,"The rephrased question asks for the name of a person who works in the same field as Nobel Literature laureates. The correct answer is 'Pär Lagerkvist' (Vietnamese). The distractors are also names of literary figures (Franz Kafka, Virginia Woolf, Fyodor Dostoevsky) and are not present in the forbidden database results list.","MATCH (a:Award {name: ""Nobel Prize in Literature""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name"
"Cá nhân nào dưới đây đã từng học tại cùng một tổ chức với Edward Tatum?
A. John Bardeen
B. Marie Curie
C. Albert Einstein
D. Niels Bohr",A,0,2,"The reformulated question asks for the name of a person who studied at the same organization as Edward Tatum. The correct answer is 'John Bardeen'. The distractors ('Marie Curie', 'Albert Einstein', 'Niels Bohr') are other famous Nobel laureates, all names of people, and confirmed not to be in the provided database results.","MATCH (p1:Person {name: ""Edward Tatum""})-[:EDUCATED_AT]->(o:Organization)<-[:EDUCATED_AT]-(p2:Person) RETURN p2.name"
