question,hops,cypher_query,thinking,context,split
Shirin Ebadi làm nghề gì?,1,"MATCH (p:Person {name: ""Shirin Ebadi""})-[:WORKS_AS]->(o:Occupation) RETURN o.name","Step 1: Translate to English: 'What does Shirin Ebadi work as?'
Step 2: Identify entity 'Shirin Ebadi' and intent 'occupation'.
Step 3: Map 'Shirin Ebadi' to the 'Person' node and its 'name' property. Map 'occupation' to the 'Occupation' node and its 'name' property, connected by the 'WORKS_AS' relationship.
Step 4: Construct MATCH (p:Person {name: ""Shirin Ebadi""})-[:WORKS_AS]->(o:Occupation) RETURN o.name.","Relevant Nodes:
""Occupation"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:WORKS_AS]->(:Occupation)",train
Leonid Kantorovich là công dân của quốc gia nào?,2,"MATCH (p1:Person {name: ""Leonid Kantorovich""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'What country is Leonid Kantorovich a citizen of?'
Step 2: Identify entity 'Leonid Kantorovich' and intent 'citizenship country'.
Step 3: Map entity to 'Person' node and intent to 'IS_CITIZEN_OF' relationship and 'Country' node.
Step 4: Construct MATCH (p1:Person {name: ""Leonid Kantorovich""})-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name.","Relevant Nodes:
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:IS_CITIZEN_OF]->(:Country)",train
Ai là công dân cùng quốc gia với Haldan Keffer Hartline?,2,"MATCH (p1:Person {name: ""Haldan Keffer Hartline""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'Who is a citizen of the same country as Haldan Keffer Hartline?'
Step 2: Identify entities 'Haldan Keffer Hartline' and the intent to find other people sharing his nationality.
Step 3: Map 'Haldan Keffer Hartline' to the Person node with name property. Map 'citizen of the same country' to the IS_CITIZEN_OF relationship and the Country node.
Step 4: Construct MATCH (p1:Person {name: ""Haldan Keffer Hartline""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name.","Relevant Nodes:
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:IS_CITIZEN_OF]->(:Country)",train
George Minot là công dân nước nào?,1,"MATCH (p:Person {name: ""George Minot""})-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name","Step 1: Translate to English: 'What country is George Minot a citizen of?'
Step 2: Identify entity 'George Minot' and intent 'citizenship country'.
Step 3: Map 'George Minot' to Person node with name property, and 'citizenship country' to relationship IS_CITIZEN_OF and Country node with name property.
Step 4: Construct MATCH (p:Person {name: ""George Minot""})-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name.","Relevant Nodes:
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:IS_CITIZEN_OF]->(:Country)",train
Herbert Simon làm nghề gì?,1,"MATCH (p:Person {name: ""Herbert Simon""})-[:WORKS_AS]->(o:Occupation) RETURN o.name","Step 1: Translate to English: 'What is Herbert Simon's occupation?'
Step 2: Identify entity 'Herbert Simon' and intent 'occupation'.
Step 3: Map entity to ':Person' node and intent to ':WORKS_AS' relationship and ':Occupation' node.
Step 4: Construct MATCH (p:Person {name: ""Herbert Simon""})-[:WORKS_AS]->(o:Occupation) RETURN o.name.","Relevant Nodes:
""Occupation"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:WORKS_AS]->(:Occupation)",train
Những người đoạt giải Nobel Sinh lý học hoặc Y học thuộc quốc gia nào?,3,"MATCH (a:Award {name: ""Nobel Prize in Physiology or Medicine""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name","Step 1: Translate to English: 'What country are the recipients of the Nobel Prize in Physiology or Medicine from?'
Step 2: Identify entity 'Nobel Prize in Physiology or Medicine' and intent to find the country of the recipients.
Step 3: Map 'Nobel Prize in Physiology or Medicine' to Award.name. Map 'recipients' to Person, connected via RECEIVED to AwardStatement, which is an IS_INSTANCE_OF the Award. Map 'country' to Country, connected via IS_CITIZEN_OF to Person, and specifically the Country.name.
Step 4: Construct MATCH (a:Award {name: ""Nobel Prize in Physiology or Medicine""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name.","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:IS_CITIZEN_OF]->(:Country)
(:Person)-[:RECEIVED]->(:AwardStatement)",train
"Ai là những người đã học tại cùng một tổ chức với những người từng nhận ""Giải thưởng Khoa học Kinh tế Tưởng nhớ Alfred Nobel""?",4,"MATCH (a:Award {name: ""Prize in Economic Sciences in Memory of Alfred Nobel""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:EDUCATED_AT]->(o:Organization)<-[:EDUCATED_AT]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'Who are the people who studied at the same organization as those who received the ""Prize in Economic Sciences in Memory of Alfred Nobel""?'
Step 2: Identify entities 'Prize in Economic Sciences in Memory of Alfred Nobel' (an Award), 'people who received it' (Person p1), 'organization' (Organization o), and 'other people who studied there' (Person p2). The intent is to find the names of p2.
Step 3: Map keywords to the English Schema:
- ""Prize in Economic Sciences in Memory of Alfred Nobel"": Award node with name property.
- ""received"": [:RECEIVED] relationship.
- ""studied at"": [:EDUCATED_AT] relationship.
- ""organization"": Organization node.
- ""people"": Person node.
- ""name"": p2.name property.
Step 4: Construct the MATCH and RETURN clauses logic:
- Start by matching the specific Award: `(a:Award {name: ""Prize in Economic Sciences in Memory of Alfred Nobel""})`.
- Find the AwardStatement instance of this Award: `<-[:IS_INSTANCE_OF]-(ast:AwardStatement)`.
- Find the Person (p1) who received this AwardStatement: `<-[:RECEIVED]-(p1:Person)`.
- Find the Organization (o) where p1 was educated: `-[:EDUCATED_AT]->(o:Organization)`.
- Find another Person (p2) who was also educated at the same Organization: `<-[:EDUCATED_AT]-(p2:Person)`.
- Return the name of this second person: `RETURN p2.name`.","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Organization"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:EDUCATED_AT]->(:Organization)
(:Person)-[:RECEIVED]->(:AwardStatement)",train
Những người nào khác có cùng quốc tịch với Ernst Ruska?,2,"MATCH (p1:Person {name: ""Ernst Ruska""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'Which other people share the same nationality as Ernst Ruska?'
Step 2: Identify entity 'Ernst Ruska' (Person) and intent to find other 'Person' entities who share the same 'Country' (nationality) as Ernst Ruska.
Step 3: Map 'Ernst Ruska' to `Person.name`. Map 'nationality' to the `Country` node connected via `IS_CITIZEN_OF` relationship. Map 'other people' to a different `Person` node alias. Map 'names' to `Person.name` property.
Step 4: Construct MATCH (p1:Person {name: ""Ernst Ruska""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name.","Relevant Nodes:
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:IS_CITIZEN_OF]->(:Country)",train
Những người nào khác cũng mang quốc tịch với Walther Bothe?,2,"MATCH (p1:Person {name: ""Walther Bothe""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'Who else shares citizenship with Walther Bothe?'
Step 2: Identify entity 'Walther Bothe' and intent 'find people with the same citizenship'.
Step 3: Map 'citizenship' to the relationship IS_CITIZEN_OF and 'people' to the Person node.
Step 4: Construct the MATCH clause to find Walther Bothe and his country, then find other people from that country, and the RETURN clause to get the names of those people.","Relevant Nodes:
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:IS_CITIZEN_OF]->(:Country)",train
Naguib Mahfouz làm nghề gì?,1,"MATCH (p:Person {name: ""Naguib Mahfouz""})-[:WORKS_AS]->(o:Occupation) RETURN o.name","Step 1: Translate to English: 'What is Naguib Mahfouz's occupation?'
Step 2: Identify entity 'Naguib Mahfouz' and intent 'occupation'.
Step 3: Map 'occupation' to the relationship [:WORKS_AS] and node label (:Occupation), and property 'name' of the Occupation node.
Step 4: Construct the MATCH clause to find the Person node with name 'Naguib Mahfouz', traverse the [:WORKS_AS] relationship to an Occupation node, and RETURN the 'name' property of the Occupation node.","Relevant Nodes:
""Occupation"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:WORKS_AS]->(:Occupation)",train
Những người đoạt giải Nobel Hóa học là công dân của những quốc gia nào?,3,"MATCH (a:Award {name: ""Nobel Prize in Chemistry""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name","Step 1: Translate to English: 'Which countries are the recipients of the Nobel Prize in Chemistry citizens of?'
Step 2: Identify entity 'Nobel Prize in Chemistry' and intent to find the countries of the people who received this award.
Step 3: Map 'Nobel Prize in Chemistry' to Award.name, 'recipients' to Person, 'citizens of' to Country and the IS_CITIZEN_OF relationship, and 'received' to the RECEIVED and IS_INSTANCE_OF relationships.
Step 4: Construct MATCH (a:Award {name: ""Nobel Prize in Chemistry""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name.","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:IS_CITIZEN_OF]->(:Country)
(:Person)-[:RECEIVED]->(:AwardStatement)",train
Hans Fischer là người nước nào?,1,"MATCH (p:Person {name: ""Hans Fischer""})-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name","Step 1: Translate to English: 'What country is Hans Fischer from?'
Step 2: Identify entity 'Hans Fischer' and intent 'country of citizenship'.
Step 3: Map 'country of citizenship' to the relationship 'IS_CITIZEN_OF' and the property 'name' of the 'Country' node.
Step 4: Construct MATCH (p:Person {name: ""Hans Fischer""})-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name.","Relevant Nodes:
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:IS_CITIZEN_OF]->(:Country)",train
Brian Kobilka là người nước nào?,1,"MATCH (p:Person {name: ""Brian Kobilka""})-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name","Step 1: Translate to English: 'What country is Brian Kobilka a citizen of?'
Step 2: Identify entity 'Brian Kobilka' (a Person) and intent 'find the country of citizenship'.
Step 3: Map 'Brian Kobilka' to the 'name' property of the 'Person' node. Map 'country' to the 'Country' node and 'citizen of' to the 'IS_CITIZEN_OF' relationship. The required output is the 'name' property of the 'Country'.
Step 4: Construct MATCH (p:Person {name: ""Brian Kobilka""})-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name.","Relevant Nodes:
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:IS_CITIZEN_OF]->(:Country)",train
Daniel Nathans làm nghề nghiệp gì?,1,"MATCH (p:Person {name: ""Daniel Nathans""})-[:WORKS_AS]->(o:Occupation) RETURN o.name","Step 1: Translate to English: 'What is the occupation of Daniel Nathans?'
Step 2: Identify entity 'Daniel Nathans' and intent 'occupation'.
Step 3: Map 'occupation' to the relationship [:WORKS_AS] and node (:Occupation) with property 'name'.
Step 4: Construct MATCH (p:Person {name: ""Daniel Nathans""})-[:WORKS_AS]->(o:Occupation) RETURN o.name.","Relevant Nodes:
""Occupation"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:WORKS_AS]->(:Occupation)",train
Những người nào có cùng quốc tịch với Julian Schwinger?,2,"MATCH (p1:Person {name: ""Julian Schwinger""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'Which people have the same nationality as Julian Schwinger?'
Step 2: Identify entities 'Julian Schwinger' and the intent to find people with the same nationality.
Step 3: Map 'Julian Schwinger' to 'Person' node with 'name' property. Map 'same nationality' to the ':IS_CITIZEN_OF' relationship.
Step 4: Construct MATCH (p1:Person {name: ""Julian Schwinger""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name.","Relevant Nodes:
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:IS_CITIZEN_OF]->(:Country)",train
Ai là người đã cùng khám phá với Leonard Ornstein?,1,"MATCH (pnl:Person_Non_Laureate {name: ""Leonard Ornstein""})<-[:CO_DISCOVERED_WITH]-(p:Person) RETURN p.name","Step 1: Translate to English: 'Who was co-discovered with Leonard Ornstein?'
Step 2: Identify entity 'Leonard Ornstein' (Person_Non_Laureate) and intent 'who was co-discovered with'.
Step 3: Map 'Leonard Ornstein' to the Person_Non_Laureate node with name property and 'co-discovered with' to the CO_DISCOVERED_WITH relationship.
Step 4: Construct the MATCH (pnl:Person_Non_Laureate {name: ""Leonard Ornstein""})<-[:CO_DISCOVERED_WITH]-(p:Person) RETURN p.name.","Relevant Nodes:
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]
""Person_Non_Laureate"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date""]

Relevant Relationships:
(:Person)-[:CO_DISCOVERED_WITH]->(:Person)",train
Những người làm việc trong lĩnh vực của người đã nhận giải Nobel Hòa bình là ai?,4,"MATCH (a:Award {name: ""Nobel Peace Prize""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'Who are the people working in the field of someone who received the Nobel Peace Prize?'
Step 2: Identify entities: 'Nobel Peace Prize' (Award), 'people working in the field' (Person, Field), 'received' (AwardStatement).
Step 3: Map keywords to schema: 'Nobel Peace Prize' -> Award(name), 'received' -> RECEIVED relationship, 'AwardStatement' -> AwardStatement node, 'working in the field' -> WORKS_IN_FIELD relationship and Field node, 'people' -> Person node.
Step 4: Construct the MATCH clause: Find AwardStatement instances of 'Nobel Peace Prize', then find Persons who received these AwardStatements. Then find Fields these Persons worked in. Finally, find other Persons who worked in those same Fields. The RETURN clause should return the names of these other Persons.
MATCH (a:Award {name: ""Nobel Peace Prize""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Field"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:RECEIVED]->(:AwardStatement)
(:Person)-[:WORKS_IN_FIELD]->(:Field)",train
Ai đã phát triển công trình endocytosis và giới tính của họ là gì?,2,"MATCH (nw:Notable_Work {name: ""endocytosis""})<-[:DEVELOPED]-(p:Person) RETURN p.name, p.gender","Step 1: Translate the Vietnamese question into English: 'Who developed the work endocytosis and what is their gender?'
Step 2: Identify entities: 'endocytosis' (Notable_Work), 'who developed' (Person relationship with Notable_Work), and 'their gender' (Person property).
Step 3: Map keywords to the English Schema: 'endocytosis' maps to `Notable_Work` node with `name` property. 'developed' maps to the `DEVELOPED` relationship. 'who' and 'their gender' map to the `Person` node and its `name` and `gender` properties.
Step 4: Construct the MATCH and RETURN clauses logic. Find the `Person` who `DEVELOPED` the `Notable_Work` named 'endocytosis' and return their `name` and `gender`.","Relevant Nodes:
""Notable_Work"": properties: [""name"", ""description""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:DEVELOPED]->(:Notable_Work)",train
Những người nào làm việc trong cùng lĩnh vực với những người đã nhận giải thưởng Kinh tế vinh danh Alfred Nobel?,4,"MATCH (a:Award {name: ""Prize in Economic Sciences in Memory of Alfred Nobel""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'Who are the people who work in the same field as the people who received the Prize in Economic Sciences in Memory of Alfred Nobel?'
Step 2: Identify entities: 'people', 'same field', 'Prize in Economic Sciences in Memory of Alfred Nobel'. Identify intent: find people working in the same field as award recipients.
Step 3: Map keywords to schema: 'people' -> Person, 'same field' -> WORKS_IN_FIELD relationship, 'Prize in Economic Sciences in Memory of Alfred Nobel' -> Award name.
Step 4: Construct MATCH clause to find AwardStatement for the specific Award, then the Person who received it. Then find the Field of that Person. Then find other Persons in that same Field. RETURN the names of these other Persons.","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Field"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:RECEIVED]->(:AwardStatement)
(:Person)-[:WORKS_IN_FIELD]->(:Field)",train
Liệt kê tên của những người làm việc trong cùng lĩnh vực với những người từng đoạt giải Nobel Vật lý.,4,"MATCH (a:Award {name: ""Nobel Prize in Physics""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'List the names of people who work in the same field as those who received the Nobel Prize in Physics.'
Step 2: Identify entities and intent: Entities: 'Nobel Prize in Physics' (Award), 'people' (Person), 'same field' (Field). Intent: Find the names of people who share a 'Field' with 'Person' who received 'Nobel Prize in Physics'.
Step 3: Map keywords to English Schema: 'Nobel Prize in Physics' -> Award.name; 'received' -> [:RECEIVED] relationship; 'works in field' -> [:WORKS_IN_FIELD] relationship; 'same field' -> shared Field node; 'names of people' -> Person.name.
Step 4: Construct MATCH and RETURN clauses logic: Start with the specific Award: (a:Award {name: ""Nobel Prize in Physics""}). Find people who received instances of this award: <-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person). Find the fields these people work in: -[:WORKS_IN_FIELD]->(f:Field). Find other people who also work in these same fields: <-[:WORKS_IN_FIELD]-(p2:Person). Return the names of these other people: RETURN p2.name.","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Field"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:RECEIVED]->(:AwardStatement)
(:Person)-[:WORKS_IN_FIELD]->(:Field)",train
Max Planck làm nghề gì?,1,"MATCH (p:Person {name: ""Max Planck""})-[:WORKS_AS]->(o:Occupation) RETURN o.name","Step 1: Translate to English: 'What is Max Planck's occupation?'
Step 2: Identify entity 'Max Planck' and intent 'occupation'.
Step 3: Map 'Max Planck' to 'Person.name', 'occupation' to 'Occupation' node and its 'name' property, and the relationship to 'WORKS_AS'.
Step 4: Construct MATCH (p:Person {name: 'Max Planck'})-[:WORKS_AS]->(o:Occupation) RETURN o.name.","Relevant Nodes:
""Occupation"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:WORKS_AS]->(:Occupation)",train
Những người làm việc trong cùng lĩnh vực với những người nhận giải thưởng Nobel về Sinh lý học hoặc Y học là ai?,4,"MATCH (a:Award {name: ""Nobel Prize in Physiology or Medicine""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'Who are the people who work in the same field as the recipients of the Nobel Prize in Physiology or Medicine?'
Step 2: Identify entities: 'Nobel Prize in Physiology or Medicine' (Award), 'people who work in the same field' (Person related to Field), 'recipients' (Person received AwardStatement).
Step 3: Map keywords to schema: 'Nobel Prize in Physiology or Medicine' maps to Award(name='Nobel Prize in Physiology or Medicine'). 'recipients' maps to Person who RECEIVED AwardStatement. 'work in the same field' maps to Person WHO IS WORKS_IN_FIELD to a Field that another Person is also WORKS_IN_FIELD to.
Step 4: Construct MATCH and RETURN clauses: Find AwardStatement instances of the specified Award. Find Persons who RECEIVED these AwardStatements. For each such Person, find the Field(s) they WORK_IN_FIELD. Then, find other Persons who also WORK_IN_FIELD to those same Field(s). Return the names of these other Persons. MATCH (a:Award {name: ""Nobel Prize in Physiology or Medicine""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name.","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Field"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:RECEIVED]->(:AwardStatement)
(:Person)-[:WORKS_IN_FIELD]->(:Field)",train
Frederick Soddy sinh ngày bao nhiêu?,1,"MATCH (p:Person {name: ""Frederick Soddy""}) RETURN p.born_on_date","Step 1: Translate to English: 'What date was Frederick Soddy born?'
Step 2: Identify entity 'Frederick Soddy' and intent 'birth date'.
Step 3: Map 'Frederick Soddy' to 'Person.name' and 'birth date' to 'Person.born_on_date'.
Step 4: Construct MATCH (p:Person {name: ""Frederick Soddy""}) RETURN p.born_on_date.","Relevant Nodes:
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]",train
Felix Bloch mang quốc tịch nước nào?,1,"MATCH (p:Person {name: ""Felix Bloch""})-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name","Step 1: Translate to English: 'What nationality is Felix Bloch?'
Step 2: Identify entity 'Felix Bloch' and intent 'find country of citizenship'.
Step 3: Map 'Felix Bloch' to `Person.name`, and 'nationality'/'country of citizenship' to the `IS_CITIZEN_OF` relationship leading to a `Country` node, returning `Country.name`.
Step 4: Construct MATCH (p:Person {name: ""Felix Bloch""})-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name.","Relevant Nodes:
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:IS_CITIZEN_OF]->(:Country)",train
Những người đã nhận giải Nobel Văn học quê ở đâu?,3,"MATCH (a:Award {name: ""Nobel Prize in Literature""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name","Step 1: Translate to English: 'Where are the people who received the Nobel Prize in Literature from?'
Step 2: Identify entities 'people', 'Nobel Prize in Literature', and intent 'country of origin'.
Step 3: Map 'people' to :Person, 'Nobel Prize in Literature' to :Award with name 'Nobel Prize in Literature', and 'country of origin' to :Country through :IS_CITIZEN_OF relationship.
Step 4: Construct the MATCH and RETURN clauses logic: MATCH (a:Award {name: ""Nobel Prize in Literature""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name.","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:IS_CITIZEN_OF]->(:Country)
(:Person)-[:RECEIVED]->(:AwardStatement)",train
