"question","answer","answer_index","hops","thinking","cypher_query"
"Ai là người đã tham gia Thế chiến thứ hai và phát triển công trình khoa học đáng chú ý?
A. Peter Mansfield
B. Albert Claude
C. Robert Edwards
D. Dorothy Hodgkin","B","1","2","The rephrased question asks for a single person who participated in World War II and developed notable scientific works, aligning with the `p.name` return from the Cypher query. The correct answer 'Albert Claude' is a person's name. The distractors (Peter Mansfield, Robert Edwards, Dorothy Hodgkin) are also names of other Nobel laureates, fitting the 'Person' type, and have been verified not to be present in the provided list of database results to avoid.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Nhân vật nào đã sáng lập một tổ chức và đồng thời phát triển những công trình quan trọng?
A. Kofi Annan
B. Henri Dunant
C. Linus Pauling
D. Nelson Mandela","A","0","4","The rephrased question asks for a 'Person' who founded an organization and developed notable works, aligning with the `p.name` return from the Cypher query. The correct answer is 'Kofi Annan'. The distractors ('Henri Dunant', 'Linus Pauling', 'Nelson Mandela') are all names of people (Nobel laureates or significant figures) and are not present in the forbidden list of database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name"
"Ai là người đã tham gia vào một sự kiện và đồng thời phát triển một công trình khoa học đáng chú ý?
A. Dorothy Hodgkin
B. Linus Pauling
C. Cyril Norman Hinshelwood
D. Paul Dirac","C","2","2","The question is reformulated to ask about a single person who participated in an event and developed a notable work. The correct answer is a person's name (Cyril Norman Hinshelwood). The distractors are also names of people (Dorothy Hodgkin, Linus Pauling, Paul Dirac) and are not present in the provided database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Người tham dự sự kiện 'Grand Conferrence' là ai?
A. Marie Curie
B. Alfonso García Robles
C. Albert Einstein
D. Niels Bohr","B","1","2","The rephrased question asks for a person's name who participated in the 'Grand Conferrence' event. The correct answer is 'Alfonso García Robles' (a person's name). The distractors are also person's names (Marie Curie, Albert Einstein, Niels Bohr) and are not present in the forbidden database results list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Ai là người đã tham gia sự kiện 'Triều đại nhà Minh' và phát triển một công trình đáng chú ý?
A. George Porter
B. Marie Curie
C. Albert Einstein
D. Max Planck","A","0","2","The original question asked about 'people' who participated in 'Triều đại nhà Minh' event and developed a 'notable work'. The Cypher query returns `p.name` (person's name) and `nw.name` (notable work name). The correct answer provided is 'George Porter', which is a person's name. Therefore, the rephrased question must ask for a singular person who fits this description. The question 'Ai là người đã tham gia sự kiện 'Triều đại nhà Minh' và phát triển một công trình đáng chú ý?' asks for a single person and maintains the original intent. The correct answer 'George Porter' is a person's name. The distractors (Marie Curie, Albert Einstein, Max Planck) are also names of people, commonly associated with Nobel history, and have been verified not to be in the provided forbidden list of database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Ai là người đã tham gia vào một sự kiện quan trọng, đồng thời sáng lập một tổ chức và phát triển một công trình đáng chú ý?
A. Marie Curie
B. Nelson Mandela
C. Aristide Briand
D. Martin Luther King Jr.","C","2","4","The rephrased question asks for a single person who participated in an event, founded an organization, and developed a notable work, aligning with the Cypher query's return type `p.name`. The correct answer is 'Aristide Briand'. The distractors 'Marie Curie', 'Nelson Mandela', and 'Martin Luther King Jr.' are all names of people and are not in the forbidden list provided.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name"
"Ai là người đã thực hiện cả ba hành động sau: thành lập tổ chức, tham gia sự kiện và phát triển các công trình đáng chú ý?
A. Marie Curie
B. Nelson Mandela
C. Denis Mukwege
D. Malala Yousafzai","C","2","4","The reformulated question asks for a single person's name who is associated with founding an organization, participating in an event, and developing notable works, as indicated by the Cypher query returning `p.name`. The correct answer is 'Denis Mukwege'. The distractors 'Marie Curie', 'Nelson Mandela', and 'Malala Yousafzai' are all names of notable individuals, are of the same type as the correct answer, and are not present in the forbidden list of database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name"
"Ai là nhà khoa học đã tham dự 'Lễ kỷ niệm 100 năm ngày sinh Albert Einstein'?
A. Marie Curie
B. Niels Bohr
C. Max Delbrück
D. Linus Pauling","C","2","2","The rephrased question asks for a person who participated in the 'Lễ kỷ niệm 100 năm ngày sinh Albert Einstein' event. The correct answer provided is 'Max Delbrück', which is a person's name. The distractors (Marie Curie, Niels Bohr, Linus Pauling) are also names of notable scientists/Nobel laureates, fitting the type, and none are present in the provided forbidden database results list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Ai là nhân vật đã thành lập một tổ chức và đồng thời tham gia vào một sự kiện cụ thể?
A. Joseph Murray
B. Marie Curie
C. Albert Einstein
D. Max Planck","A","0","3","The rephrased question asks about a single person who founded an organization and participated in an event, matching the 'p.name' return from the Cypher query. The correct answer is 'Joseph Murray'. The distractors ('Marie Curie', 'Albert Einstein', 'Max Planck') are other notable individuals (Nobel laureates or historically significant figures) and are not present in the provided forbidden database list, ensuring they are valid distractors of the same type (Person's name).","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p) RETURN p.name, o.name"
"Người nào đã tham gia vào sự kiện World War II và phát triển những công trình khoa học đáng chú ý?
A. Charles Édouard Guillaume
B. Linus Pauling
C. Werner Heisenberg
D. Dorothy Hodgkin","A","0","2","The rephrased question asks about a person ('Người nào') who participated in 'World War II' and developed 'notable scientific works'. The correct answer 'Charles Édouard Guillaume' is a person's name. The distractors (Linus Pauling, Werner Heisenberg, Dorothy Hodgkin) are also names of notable scientists/Nobel laureates, are of the same data type as the correct answer, and are confirmed not to be in the provided database's full result list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Ai là người đã tham gia sự kiện 'Trận Chiến Thành Troy' và đã phát triển một công trình đáng chú ý?
A. Marie Curie
B. Albert Einstein
C. Lloyd Shapley
D. Linus Pauling","C","2","2","The question is rephrased to ask about a person (singular) who participated in the specified event ('Trận Chiến Thành Troy') and developed a notable work, based on the `PARTICIPATED_IN` and `DEVELOPED` relationships in the Cypher query. The Cypher query returns `p.name` and `nw.name`, but the correct answer provided is a person's name. Thus, the question focuses on finding the person. The correct answer 'Lloyd Shapley' is a person. The distractors ('Marie Curie', 'Albert Einstein', 'Linus Pauling') are also persons (Nobel laureates) and are not present in the forbidden database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Người đã tham gia sự kiện 'The Second World War' và có công trình nghiên cứu nổi bật là ai?
A. Marie Curie
B. Luis Walter Alvarez
C. Niels Bohr
D. Linus Pauling","B","1","2","The rephrased question asks about a person who participated in 'The Second World War' and developed notable work. The correct answer is a person's name (Luis Walter Alvarez). The distractors are also person's names and are not in the forbidden database list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Ai là người đã tham gia một sự kiện và phát triển một công trình nổi bật?
A. Marie Curie
B. Reinhard Genzel
C. Albert Einstein
D. Linus Pauling","B","1","2","The rephrased question asks for a person who participated in an event and developed a notable work. The correct answer is Reinhard Genzel (a person's name). The distractors are other famous scientists (people's names) and are not present in the provided database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Ai là nhân vật đã có công trình đáng chú ý, sáng lập một tổ chức và tham gia vào một sự kiện?
A. Desmond Tutu
B. Ernesto Teodoro Moneta
C. Nelson Mandela
D. Mother Teresa","B","1","4","The rephrased question asks for a single person's name who developed a notable work, founded an organization, and participated in an event, which aligns with the Cypher query returning `p.name`. The correct answer is 'Ernesto Teodoro Moneta'. The distractors are other Nobel laureates (Desmond Tutu, Nelson Mandela, Mother Teresa), all of the same type (person's name) and are explicitly confirmed not to be in the provided forbidden database results list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name"
"Người từng tham gia sự kiện ""Chiến tranh thế giới thứ hai"" và phát triển công trình ""Máy tính điện tử"" là ai?
A. Marie Curie
B. Albert Einstein
C. Georg Wittig
D. Linus Pauling","C","2","2","The rephrased question asks for the name of a person who participated in the 'World War II' event and developed the 'Máy tính điện tử' (Electronic Computer) notable work. The correct answer is 'Georg Wittig'. The distractors are other famous scientists (Marie Curie, Albert Einstein, Linus Pauling) of the same type (person's name) and are not present in the provided list of database results that are forbidden for distractors.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Nhân vật nào dưới đây đã tham gia vào sự kiện 'World War II' và có những đóng góp đáng kể trong các công trình khoa học?
A. Niels Bohr
B. Linus Pauling
C. Jack Steinberger
D. Irène Joliot-Curie","C","2","2","The original question asks to list people who participated in 'World War II' and their notable works. The Cypher query returns `p.name` and `nw.name`. The correct answer provided is 'Jack Steinberger', which is a person's name. Thus, the rephrased question asks for a single person's name associated with 'World War II' and notable works. The distractors are also names of notable scientists/Nobel laureates and are not present in the provided forbidden list from the database.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Người đã tham gia sự kiện 'World War II' và có công trình phát triển đáng chú ý là ai?
A. Koichi Tanaka
B. Linus Pauling
C. Alexander Fleming
D. Dorothy Hodgkin","A","0","2","The rephrased question asks for a person (p.name) who participated in 'World War II' and developed notable works, aligning with the Cypher query 'RETURN p.name'. The correct answer 'Koichi Tanaka' is a person's name. The distractors (Linus Pauling, Alexander Fleming, Dorothy Hodgkin) are also names of notable individuals/Nobel laureates and are NOT present in the forbidden database results list, and are of the same data type as the correct answer (Person's name).","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Người đã thành lập một tổ chức, tham gia sự kiện và phát triển công trình đáng chú ý là ai?
A. Nelson Mandela
B. Le Duc Tho
C. Muhammad Yunus
D. Mother Teresa","B","1","4","The rephrased question asks for the name of a person who founded an organization, participated in an event, and developed a notable work. The correct answer is 'Le Duc Tho'. The distractors are also names of notable people (many are Nobel laureates) and are not present in the provided forbidden database list, matching the required type (Person's name).","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name"
"Người đã tham gia sự kiện 'Năm Quốc tế Vật lý' và phát triển những công trình đáng chú ý là ai?
A. Marie Curie
B. Albert Einstein
C. Denis Mukwege
D. Linus Pauling","C","2","2","The rephrased question asks for a specific person (p.name) who participated in the event 'Năm Quốc tế Vật lý' and developed notable works, transforming the original plural question into a singular one. The correct answer 'Denis Mukwege' is a person's name, matching the data type returned by the Cypher query. The distractors ('Marie Curie', 'Albert Einstein', 'Linus Pauling') are also names of notable individuals (Nobel laureates) and are confirmed not to be present in the provided forbidden list from the database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Ai là nhân vật từng tham gia Thế chiến thứ nhất và có những công trình khoa học đáng chú ý?
A. Arno Allan Penzias
B. Marie Curie
C. Max Planck
D. Niels Bohr","A","0","2","The rephrased question asks for a person who participated in World War I and developed notable works. The correct answer is Arno Allan Penzias (a person's name). The distractors (Marie Curie, Max Planck, Niels Bohr) are also names of notable scientists and are not present in the forbidden database list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Nhà khoa học nào đã tham gia một sự kiện quan trọng và phát triển một công trình nổi bật?
A. Vitaly Ginzburg
B. Niels Bohr
C. Marie Curie
D. Stephen Hawking","A","0","2","The question is a rephrasing of the original, asking for a single person who participated in an event and developed a notable work. The correct answer 'Vitaly Ginzburg' is a person's name, matching the `p.name` return type from the Cypher query. The distractors (Niels Bohr, Marie Curie, Stephen Hawking) are also names of notable individuals, are not in the provided database results list, and are plausible but incorrect choices.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Ai là người đã tham gia vào sự kiện mang tên 'Sự kiện lớn' và có những công trình khoa học nổi bật?
A. Marie Curie
B. Albert Einstein
C. Henry Hallett Dale
D. Linus Pauling","C","2","2","The rephrased question asks for a person who participated in the event 'Sự kiện lớn' and developed notable works. The correct answer is a person's name (Henry Hallett Dale) as per the database result. The distractors are also famous scientists' names and are not present in the provided forbidden list from the database.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Người đã tham dự sự kiện ""Vạn Lý Trường Thành"" và tạo ra công trình đáng chú ý là ai?
A. Stephen Hawking
B. Juan Ramón Jiménez
C. Sigmund Freud
D. Leonardo da Vinci","B","1","2","The original question asks about people who participated in an event and developed a notable work. The Cypher query returns `p.name` (person's name) and `nw.name` (notable work's name). The correct answer provided is 'Juan Ramón Jiménez', which is a person's name. Therefore, the rephrased question must ask for a person, specifically 'who' participated in the event 'Vạn Lý Trường Thành' and developed a notable work. The chosen distractors (Stephen Hawking, Sigmund Freud, Leonardo da Vinci) are all names of people and have been verified not to be present in the provided list of forbidden database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Ai là người nổi tiếng đã vừa tham gia các sự kiện quan trọng, vừa sáng lập các tổ chức, đồng thời phát triển những công trình đáng chú ý?
A. Marie Curie
B. Nelson Mandela
C. Kofi Annan
D. Malala Yousafzai","C","2","4","The rephrased question asks about a person (singular) who participated in events, founded organizations, and developed notable works. The correct answer 'Kofi Annan' is a person's name. The distractors 'Marie Curie', 'Nelson Mandela', and 'Malala Yousafzai' are also names of notable people (Nobel laureates) and are not present in the banned database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name"
"Ai là cá nhân đã đồng thời tham gia sự kiện, thành lập tổ chức và phát triển các công trình khoa học đáng chú ý?
A. Joseph Murray
B. Marie Curie
C. Albert Einstein
D. Max Planck","A","0","4","The rephrased question asks for a person who meets three criteria: participated in an event, founded an organization, and developed notable works. The correct answer 'Joseph Murray' is a person's name. The distractors (Marie Curie, Albert Einstein, Max Planck) are also person's names and are not present in the provided list of forbidden database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name"
"Người đã tham gia sự kiện 'The launch of Sputnik 1' và phát triển công trình đáng chú ý là ai?
A. Albert Einstein
B. Marie Curie
C. Osamu Shimomura
D. Linus Pauling","C","2","2","The question has been rephrased to ask about a single person who participated in 'The launch of Sputnik 1' and developed notable works. The expected answer type is a person's name (p.name). The correct answer, 'Osamu Shimomura' (a person's name), is provided. The distractors ('Albert Einstein', 'Marie Curie', 'Linus Pauling') are also famous Nobel laureates (person's names), matching the type of the correct answer and strictly ensuring they are not present in the provided list of forbidden database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Ai là nhân vật đã góp mặt trong sự kiện Thế chiến II và để lại những công trình nghiên cứu đáng chú ý?
A. Lester B. Pearson
B. Marie Curie
C. Albert Einstein
D. Alexander Fleming","A","0","2","The rephrased question asks for a 'Person's name' who participated in World War II and developed notable works. The correct answer is Lester B. Pearson (A). The distractors (Marie Curie, Albert Einstein, Alexander Fleming) are also famous individuals who developed notable works, are of the same type (Person's name), and are verified not to be in the provided forbidden list of database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Ai là nhân vật đã tham gia sự kiện 'Chiến tranh thế giới thứ nhất' và phát triển một công trình đáng chú ý?
A. Marie Curie
B. Niels Bohr
C. Ferdinand Buisson
D. Albert Einstein","C","2","2","The question is rephrased to ask about a person who both participated in 'World War I' and developed a 'notable work', aiming for a single person's name as the answer. The correct answer, 'Ferdinand Buisson', is a person's name. The distractors (Marie Curie, Niels Bohr, Albert Einstein) are also famous person's names and are confirmed not to be in the provided forbidden list of database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Người đã thành lập một tổ chức và phát triển những công trình đáng chú ý là ai?
A. Henry Kissinger
B. Elihu Root
C. Desmond Tutu
D. Carl von Ossietzky","B","1","4","The rephrased question asks about a single person (singular) who founded an organization and developed notable works, which aligns with the original question's intent and the 'p.name' return type from the Cypher query. The correct answer 'Elihu Root' is a person's name. The distractors ('Henry Kissinger', 'Desmond Tutu', 'Carl von Ossietzky') are also names of people, are plausible choices related to Nobel context, and are not present in the forbidden database results list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name"
"Ai là người đã phát triển một công trình khoa học nổi bật, đồng thời sáng lập một tổ chức và tham gia vào một sự kiện quan trọng?
A. Marie Curie
B. Joseph Murray
C. Albert Einstein
D. Nelson Mandela","B","1","4","The rephrased question asks for a person's name (p.name) who satisfies three conditions: developed a notable work, founded an organization, and participated in an event. The correct answer is Joseph Murray (kept as is). The distractors are other well-known figures (people's names), of the same type as the correct answer, and are confirmed not to be in the forbidden database list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name"
"Ai là nhà khoa học đã từng tham gia vào sự kiện Thế chiến I và có các công trình nghiên cứu nổi bật?
A. Linus Pauling
B. Jaroslav Heyrovský
C. Dorothy Hodgkin
D. Christian de Duve","B","1","2","The question has been rephrased to ask for a specific person ('p.name') who participated in 'World War I' ('e.name') and developed 'Notable_Work' ('nw.name'). The correct answer 'Jaroslav Heyrovský' is a person's name. The distractors are also names of Nobel laureates (Linus Pauling, Dorothy Hodgkin, Christian de Duve) who did not participate in World War I, making them plausible but incorrect choices, and none are in the provided forbidden list from the database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Vị nào là người đã tham gia vào sự kiện 'The War of the Worlds' và đồng thời phát triển công trình mang tên 'The War of the Worlds'?
A. Marie Curie
B. Charles Hard Townes
C. Albert Einstein
D. Niels Bohr","B","1","2","The rephrased question asks for a 'Person' (p.name) who participated in an event and developed a notable work, both named 'The War of the Worlds'. The correct answer 'Charles Hard Townes' is a person's name. The distractors (Marie Curie, Albert Einstein, Niels Bohr) are also person names (other Nobel laureates) and are NOT present in the provided forbidden list from the database.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Ai là người đã tham gia sự kiện Chiến tranh thế giới thứ hai và có đóng góp vào việc phát triển Máy tính điện tử?
A. Marie Curie
B. Tobias Asser
C. Albert Einstein
D. Nelson Mandela","B","1","2","The rephrased question asks for a single person ('Ai là người') who participated in 'Chiến tranh thế giới thứ hai' (Event) and developed 'Máy tính điện tử' (Notable_Work). The correct answer from the database is 'Tobias Asser', which is a person's name. The distractors (Marie Curie, Albert Einstein, Nelson Mandela) are also names of people and were verified not to be in the forbidden list from the database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Ai là người đã tham gia sự kiện 'Vạn Lý Trường Thành' và có đóng góp công trình nghiên cứu nổi bật?
A. Albert Einstein
B. Linus Pauling
C. Marie Curie
D. Andrew Schally","D","3","2","The question has been rephrased to be singular and asks for a person (`p.name`). The correct answer is 'Andrew Schally'. The distractors ('Albert Einstein', 'Linus Pauling', 'Marie Curie') are also names of notable individuals (scientists/Nobel laureates) and are not present in the provided forbidden list from the database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Người đã tham gia sự kiện ""Thế chiến II"" và phát triển những công trình đáng chú ý là ai?
A. Marie Curie
B. Albert Einstein
C. Liu Xiaobo
D. Niels Bohr","C","2","2","The rephrased question asks about a person's name (p.name) who participated in 'Thế chiến II' and developed notable works. The correct answer 'Liu Xiaobo' is a person's name. The distractors are also names of notable individuals (Nobel laureates) and are not present in the forbidden database list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Ai là người đã tham gia vào một sự kiện và đồng thời phát triển một công trình đáng chú ý?
A. Marie Curie
B. Alexander Fleming
C. Konstantin Novoselov
D. Linus Pauling","C","2","2","The original question asks about people who participated in an event and developed notable works. The Cypher query returns a person's name (p.name). The rephrased question is singular and asks 'Who is the person who participated in an event and simultaneously developed a notable work?', which directly asks for a person. The correct answer 'Konstantin Novoselov' is a person's name. The distractors (Marie Curie, Alexander Fleming, Linus Pauling) are also names of notable individuals/Nobel laureates and are not present in the provided list of database results (forbidden list).","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Trong số những người dưới đây, ai là nhân vật đã tham gia một sự kiện, đồng thời thành lập một tổ chức và phát triển một công trình nổi bật?
A. Elihu Root
B. Linus Pauling
C. Nelson Mandela
D. Marie Curie","A","0","4","The question is rephrased to ask for a single person who participated in an event, founded an organization, and developed a notable work, matching the core entities of the Cypher query. The correct answer 'Elihu Root' is a person's name. The distractors are also person's names (famous Nobel laureates) and are not present in the forbidden database results list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name"
"Ai là người đã có công trình đáng chú ý, đồng thời sáng lập một tổ chức và tham gia một sự kiện?
A. Nelson Mandela
B. Malala Yousafzai
C. Kofi Annan
D. Martin Luther King Jr.","C","2","4","The rephrased question asks for a person who developed a notable work, founded an organization, and participated in an event. The correct answer is a person's name. The distractors are also person's names, are not from the forbidden database results, and are plausible in the context of Nobel laureates/prominent figures, specifically those associated with peace and activism, similar to Kofi Annan's profile.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name"
"Ai là người đã từng tham gia một sự kiện quan trọng, đồng thời sáng lập một tổ chức và phát triển một công trình khoa học đáng chú ý?
A. Joseph Murray
B. Marie Curie
C. Alexander Fleming
D. Linus Pauling","A","0","4","The rephrased question asks for a Person who participated in an event, founded an organization, and developed a notable work. The correct answer is Joseph Murray (a person's name). The distractors are also names of notable scientists (Marie Curie, Alexander Fleming, Linus Pauling) and are not present in the provided forbidden database list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name"
"Ai là người đã có đóng góp trong sự kiện World War II và đồng thời phát triển công trình về Quantum Mechanics?
A. Marie Curie
B. Albert Einstein
C. Kofi Annan
D. Niels Bohr","C","2","2","The question has been rephrased to ask about a person who participated in World War II and developed Quantum Mechanics. The Cypher query returns a Person's name. The correct answer 'Kofi Annan' is used as instructed, although semantically this individual is not known for participation in WWII or developing Quantum Mechanics. The distractors are other famous Nobel laureates (Person type) and are not present in the forbidden database results list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Ai là người đã tham gia vào các sự kiện và phát triển công trình đáng chú ý?
A. Linus Pauling
B. Alfonso García Robles
C. Dorothy Hodgkin
D. Christian de Duve","B","1","2","The question rephrased asks for the name of a person who both participated in events and developed notable works. The correct answer is Alfonso García Robles. The distractors are other Nobel laureates, similar in type (names of people), and are confirmed not to be present in the provided database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Người đã tham gia vào sự kiện 'Triều đại nhà Minh' và phát triển công trình là ai?
A. Marie Curie
B. Albert Einstein
C. Lloyd Shapley
D. Linus Pauling","C","2","2","The original question was rephrased to ask for the name of a person (Loại X: Tên người) who participated in the specified event and developed a notable work. The correct answer, 'Lloyd Shapley', is a person's name. The distractors (Marie Curie, Albert Einstein, Linus Pauling) are also names of notable individuals (Tên người) and were carefully selected to ensure they are not present in the provided forbidden database list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Ai là người đã tham gia sự kiện 'Chủ nghĩa Lãng mạn'?
A. Gustav Stresemann
B. Paul Dirac
C. Max Planck
D. Dorothy Hodgkin","A","0","2","The original question was rephrased to ask about a single person who participated in the 'Chủ nghĩa Lãng mạn' event, aligning with the singular correct answer. The correct answer 'Gustav Stresemann' is a person's name. The distractors are also names of Nobel laureates (Paul Dirac, Max Planck, Dorothy Hodgkin) and are confirmed not to be in the provided forbidden database results list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Nhân vật nào đã tham gia sự kiện Thế chiến II và đồng thời là người phát triển công trình có tên 'Mạng xã hội'?
A. Marie Curie
B. Avram Hershko
C. Albert Einstein
D. Linus Pauling","B","1","2","The rephrased question asks for the name of a person (p.name) who participated in World War II and developed a work named 'Mạng xã hội'. The correct answer is 'Avram Hershko' (a person's name). The distractors are also names of notable individuals/Nobel laureates and are not present in the forbidden database results list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
